Time,House AB
4/17/2021 3:20,650.95
4/17/2021 3:30,723.95
4/17/2021 3:40,624.2
4/17/2021 3:50,589.75
4/17/2021 4:00,599.05
4/17/2021 4:10,802.5
4/17/2021 4:20,791.6
4/17/2021 4:30,538.5
4/17/2021 4:40,595.3
4/17/2021 4:50,664.15
4/17/2021 5:00,1041.35
4/17/2021 5:10,600.2
4/17/2021 5:20,655.6
4/17/2021 5:30,621.55
4/17/2021 5:40,675.45
4/17/2021 5:50,846.3
4/17/2021 6:00,734.3
4/17/2021 6:10,633.05
4/17/2021 6:20,469.3
4/17/2021 6:30,793.8
4/17/2021 6:40,875.65
4/17/2021 6:50,659.9
4/17/2021 7:00,552.2
4/17/2021 7:10,564.5
4/17/2021 7:20,1006.05
4/17/2021 7:30,805.8
4/17/2021 7:40,519.85
4/17/2021 7:50,470.85
4/17/2021 8:00,581
4/17/2021 8:10,593.3
4/17/2021 8:20,1266.6
4/17/2021 8:30,1114.5
4/17/2021 8:40,945.2
4/17/2021 8:50,769.75
4/17/2021 9:00,716.8
4/17/2021 9:10,1658.6
4/17/2021 9:20,680.65
4/17/2021 9:30,689.9
4/17/2021 9:40,911.95
4/17/2021 9:50,804.45
4/17/2021 10:00,498.45
4/17/2021 10:10,443.8
4/17/2021 10:20,1013.35
4/17/2021 10:30,442.4
4/17/2021 10:40,563.7
4/17/2021 10:50,698.6
4/17/2021 11:00,757.65
4/17/2021 11:10,524.35
4/17/2021 11:20,443.9
4/17/2021 11:30,465.95
4/17/2021 11:40,442.65
4/17/2021 11:50,456.05
4/17/2021 12:00,718.65
4/17/2021 12:10,1188.7
4/17/2021 12:20,1116.25
4/17/2021 12:30,641.4
4/17/2021 12:40,499.3
4/17/2021 12:50,472.85
4/17/2021 13:00,1036.3
4/17/2021 13:10,460.35
4/17/2021 13:20,718.8
4/17/2021 13:30,802.5
4/17/2021 13:40,633.4
4/17/2021 13:50,514.35
4/17/2021 14:00,446
4/17/2021 14:10,443.95
4/17/2021 14:20,443.7
4/17/2021 14:30,677.45
4/17/2021 14:40,1437.55
4/17/2021 14:50,904.65
4/17/2021 15:00,570.6
4/17/2021 15:10,541.4
4/17/2021 15:20,443.1
4/17/2021 15:30,496
4/17/2021 15:40,640.75
4/17/2021 15:50,623
4/17/2021 16:00,484.15
4/17/2021 16:10,573.75
4/17/2021 16:20,573.2
4/17/2021 16:30,655.75
4/17/2021 16:40,573.15
4/17/2021 16:50,685.7
4/17/2021 17:00,630.6
4/17/2021 17:10,1038.65
4/17/2021 17:20,528.45
4/17/2021 17:30,591.85
4/17/2021 17:40,569.4
4/17/2021 17:50,622.3
4/17/2021 18:00,638.75
4/17/2021 18:10,555.45
4/17/2021 18:20,448.8
4/17/2021 18:30,1282.85
4/17/2021 18:40,1490.3
4/17/2021 18:50,953.8
4/17/2021 19:00,824.35
4/17/2021 19:10,694.75
4/17/2021 19:20,655.45
4/17/2021 19:30,693.6
4/17/2021 19:40,1092.9
4/17/2021 19:50,765.1
4/17/2021 20:00,717.75
4/17/2021 20:10,770.6
4/17/2021 20:20,766.6
4/17/2021 20:30,616
4/17/2021 20:40,830.7
4/17/2021 20:50,1699.4
4/17/2021 21:00,817.45
4/17/2021 21:10,641.05
4/17/2021 21:20,769.5
4/17/2021 21:30,763.25
4/17/2021 21:40,895.7
4/17/2021 21:50,725.75
4/17/2021 22:00,825.55
4/17/2021 22:10,840.4
4/17/2021 22:20,683.15
4/17/2021 22:30,1201.85
4/17/2021 22:40,666.6
4/17/2021 22:50,578.45
4/17/2021 23:00,549.35
4/17/2021 23:10,526.45
4/17/2021 23:20,677.1
4/17/2021 23:30,577.15
4/17/2021 23:40,455.4
4/17/2021 23:50,460.85
4/18/2021 0:00,611.35
4/18/2021 0:10,566.05
4/18/2021 0:20,551.1
4/18/2021 0:30,631.85
4/18/2021 0:40,627.6
4/18/2021 0:50,471.4
4/18/2021 1:00,449.9
4/18/2021 1:10,443.3
4/18/2021 1:20,588.85
4/18/2021 1:30,572
4/18/2021 1:40,541.9
4/18/2021 1:50,626.9
4/18/2021 2:00,627.5
4/18/2021 2:10,446.25
4/18/2021 2:20,456.75
4/18/2021 2:30,439.65
4/18/2021 2:40,570.7
4/18/2021 2:50,568.9
4/18/2021 3:00,928.25
4/18/2021 3:10,804.25
4/18/2021 3:20,678.7
4/18/2021 3:30,487.55
4/18/2021 3:40,438.5
4/18/2021 3:50,437.1
4/18/2021 4:00,571.4
4/18/2021 4:10,764.6
4/18/2021 4:20,902.7
4/18/2021 4:30,564.15
4/18/2021 4:40,635.75
4/18/2021 4:50,560.45
4/18/2021 5:00,438.3
4/18/2021 5:10,436.75
4/18/2021 5:20,848.5
4/18/2021 5:30,891
4/18/2021 5:40,584.9
4/18/2021 5:50,436.4
4/18/2021 6:00,631.05
4/18/2021 6:10,648.45
4/18/2021 6:20,707.4
4/18/2021 6:30,766.45
4/18/2021 6:40,616.35
4/18/2021 6:50,581.9
4/18/2021 7:00,553.45
4/18/2021 7:10,630.85
4/18/2021 7:20,927.85
4/18/2021 7:30,647.7
4/18/2021 7:40,532.3
4/18/2021 7:50,594.1
4/18/2021 8:00,1219.75
4/18/2021 8:10,1016.1
4/18/2021 8:20,960.55
4/18/2021 8:30,1816.8
4/18/2021 8:40,822.7
4/18/2021 8:50,962.35
4/18/2021 9:00,455.75
4/18/2021 9:10,433.45
4/18/2021 9:20,576.6
4/18/2021 9:30,790.1
4/18/2021 9:40,645.1
4/18/2021 9:50,495.95
4/18/2021 10:00,434
4/18/2021 10:10,434
4/18/2021 10:20,456.85
4/18/2021 10:30,554.4
4/18/2021 10:40,669.5
4/18/2021 10:50,645.5
4/18/2021 11:00,563.85
4/18/2021 11:10,505.15
4/18/2021 11:20,458.65
4/18/2021 11:30,537.2
4/18/2021 11:40,1313.05
4/18/2021 11:50,1260.2
4/18/2021 12:00,1671.6
4/18/2021 12:10,3290.75
4/18/2021 12:20,2767.95
4/18/2021 12:30,2432.25
4/18/2021 12:40,564.2
4/18/2021 12:50,865.7
4/18/2021 13:00,3121.85
4/18/2021 13:10,3020.55
4/18/2021 13:20,940.45
4/18/2021 13:30,575.5
4/18/2021 13:40,842.6
4/18/2021 13:50,650.6
4/18/2021 14:00,709.85
4/18/2021 14:10,1051.6
4/18/2021 14:20,1235
4/18/2021 14:30,758.85
4/18/2021 14:40,829
4/18/2021 14:50,1060.05
4/18/2021 15:00,1005.35
4/18/2021 15:10,1070.25
4/18/2021 15:20,945.8
4/18/2021 15:30,711.15
4/18/2021 15:40,705.7
4/18/2021 15:50,719.3
4/18/2021 16:00,776.8
4/18/2021 16:10,1020.65
4/18/2021 16:20,1081.85
4/18/2021 16:30,998.5
4/18/2021 16:40,715.8
4/18/2021 16:50,703.8
4/18/2021 17:00,695.15
4/18/2021 17:10,819.85
4/18/2021 17:20,977.8
4/18/2021 17:30,973.95
4/18/2021 17:40,694.25
4/18/2021 17:50,572.8
4/18/2021 18:00,472.25
4/18/2021 18:10,494.95
4/18/2021 18:20,661
4/18/2021 18:30,653.75
4/18/2021 18:40,644.15
4/18/2021 18:50,631.6
4/18/2021 19:00,650.5
4/18/2021 19:10,717.5
4/18/2021 19:20,692.7
4/18/2021 19:30,902.1
4/18/2021 19:40,700.45
4/18/2021 19:50,512.75
4/18/2021 20:00,611.5
4/18/2021 20:10,1223.5
4/18/2021 20:20,806.2
4/18/2021 20:30,693.55
4/18/2021 20:40,513.8
4/18/2021 20:50,455.45
4/18/2021 21:00,453.25
4/18/2021 21:10,452.65
4/18/2021 21:20,700.6
4/18/2021 21:30,778.1
4/18/2021 21:40,761.8
4/18/2021 21:50,483.8
4/18/2021 22:00,450.9
4/18/2021 22:10,446.6
4/18/2021 22:20,466.55
4/18/2021 22:30,1273.2
4/18/2021 22:40,852.5
4/18/2021 22:50,682.85
4/18/2021 23:00,633.95
4/18/2021 23:10,541.5
4/18/2021 23:20,507.75
4/18/2021 23:30,554.85
4/18/2021 23:40,656.95
4/18/2021 23:50,605.35
4/19/2021 0:00,599.15
4/19/2021 0:10,593.25
4/19/2021 0:20,595.25
4/19/2021 0:30,463.35
4/19/2021 0:40,580.3
4/19/2021 0:50,655.7
4/19/2021 1:00,553.4
4/19/2021 1:10,508.05
4/19/2021 1:20,622.25
4/19/2021 1:30,593.05
4/19/2021 1:40,547.7
4/19/2021 1:50,552.75
4/19/2021 2:00,664.15
4/19/2021 2:10,582.5
4/19/2021 2:20,493.9
4/19/2021 2:30,524.55
4/19/2021 2:40,598.9
4/19/2021 2:50,594.7
4/19/2021 3:00,560.5
4/19/2021 3:10,663
4/19/2021 3:20,642
4/19/2021 3:30,464.05
4/19/2021 3:40,464.2
4/19/2021 3:50,548.5
4/19/2021 4:00,596.2
4/19/2021 4:10,592.5
4/19/2021 4:20,650.75
4/19/2021 4:30,633.75
4/19/2021 4:40,519.5
4/19/2021 4:50,441.7
4/19/2021 5:00,442.35
4/19/2021 5:10,492.55
4/19/2021 5:20,597.65
4/19/2021 5:30,570.9
4/19/2021 5:40,669.6
4/19/2021 5:50,728.1
4/19/2021 6:00,910.25
4/19/2021 6:10,496.9
4/19/2021 6:20,460.75
4/19/2021 6:30,473.75
4/19/2021 6:40,574
4/19/2021 6:50,568.75
4/19/2021 7:00,686.6
4/19/2021 7:10,632.75
4/19/2021 7:20,487.25
4/19/2021 7:30,470.2
4/19/2021 7:40,802.45
4/19/2021 7:50,987.45
4/19/2021 8:00,1212.55
4/19/2021 8:10,1185.35
4/19/2021 8:20,972.45
4/19/2021 8:30,1541.4
4/19/2021 8:40,623.85
4/19/2021 8:50,661.2
4/19/2021 9:00,591.5
4/19/2021 9:10,617.35
4/19/2021 9:20,769.65
4/19/2021 9:30,698.2
4/19/2021 9:40,537.4
4/19/2021 9:50,436.9
4/19/2021 10:00,437
4/19/2021 10:10,438.15
4/19/2021 10:20,437.4
4/19/2021 10:30,522.8
4/19/2021 10:40,774.25
4/19/2021 10:50,720.8
4/19/2021 11:00,544.35
4/19/2021 11:10,445.45
4/19/2021 11:20,449
4/19/2021 11:30,435.8
4/19/2021 11:40,435.55
4/19/2021 11:50,615.5
4/19/2021 12:00,756.95
4/19/2021 12:10,652.15
4/19/2021 12:20,573.25
4/19/2021 12:30,443.75
4/19/2021 12:40,434.15
4/19/2021 12:50,434.8
4/19/2021 13:00,553.4
4/19/2021 13:10,648.45
4/19/2021 13:20,716.55
4/19/2021 13:30,565.05
4/19/2021 13:40,562.45
4/19/2021 13:50,478.95
4/19/2021 14:00,435.35
4/19/2021 14:10,544.4
4/19/2021 14:20,646.4
4/19/2021 14:30,629.35
4/19/2021 14:40,554.3
4/19/2021 14:50,566.5
4/19/2021 15:00,562.8
4/19/2021 15:10,493.9
4/19/2021 15:20,510
4/19/2021 15:30,636.9
4/19/2021 15:40,627.9
4/19/2021 15:50,461.7
4/19/2021 16:00,571.75
4/19/2021 16:10,582.8
4/19/2021 16:20,568.55
4/19/2021 16:30,596.65
4/19/2021 16:40,634.35
4/19/2021 16:50,612.45
4/19/2021 17:00,434.4
4/19/2021 17:10,454.2
4/19/2021 17:20,540.3
4/19/2021 17:30,567.1
4/19/2021 17:40,686.15
4/19/2021 17:50,703.45
4/19/2021 18:00,598.55
4/19/2021 18:10,470.8
4/19/2021 18:20,517.55
4/19/2021 18:30,631.25
4/19/2021 18:40,703.8
4/19/2021 18:50,613.5
4/19/2021 19:00,607.1
4/19/2021 19:10,564.15
4/19/2021 19:20,478.8
4/19/2021 19:30,537.8
4/19/2021 19:40,637.2
4/19/2021 19:50,623.3
4/19/2021 20:00,543.5
4/19/2021 20:10,635.15
4/19/2021 20:20,614.65
4/19/2021 20:30,1300.25
4/19/2021 20:40,650.25
4/19/2021 20:50,466.55
4/19/2021 21:00,440.4
4/19/2021 21:10,502.2
4/19/2021 21:20,561.15
4/19/2021 21:30,698.8
4/19/2021 21:40,762.95
4/19/2021 21:50,509.75
4/19/2021 22:00,467.25
4/19/2021 22:10,471.25
4/19/2021 22:20,459.9
4/19/2021 22:30,456.5
4/19/2021 22:40,770.1
4/19/2021 22:50,792.3
4/19/2021 23:00,597.95
4/19/2021 23:10,513.5
4/19/2021 23:20,450.55
4/19/2021 23:30,484.2
4/19/2021 23:40,982.95
4/19/2021 23:50,1031.95
4/20/2021 0:00,845.95
4/20/2021 0:10,765.95
4/20/2021 0:20,713.05
4/20/2021 0:30,569.7
4/20/2021 0:40,509.6
4/20/2021 0:50,495.7
4/20/2021 1:00,552.65
4/20/2021 1:10,686.6
4/20/2021 1:20,752.55
4/20/2021 1:30,575.5
4/20/2021 1:40,562.95
4/20/2021 1:50,461.05
4/20/2021 2:00,442.5
4/20/2021 2:10,438.9
4/20/2021 2:20,562.8
4/20/2021 2:30,629.85
4/20/2021 2:40,615.35
4/20/2021 2:50,570.05
4/20/2021 3:00,566.1
4/20/2021 3:10,468.1
4/20/2021 3:20,438.4
4/20/2021 3:30,436.7
4/20/2021 3:40,590.45
4/20/2021 3:50,626.3
4/20/2021 4:00,562.3
4/20/2021 4:10,589.15
4/20/2021 4:20,566.4
4/20/2021 4:30,479.05
4/20/2021 4:40,434.3
4/20/2021 4:50,436.9
4/20/2021 5:00,575.8
4/20/2021 5:10,652.55
4/20/2021 5:20,551.05
4/20/2021 5:30,572.35
4/20/2021 5:40,569.2
4/20/2021 5:50,502.8
4/20/2021 6:00,438.9
4/20/2021 6:10,461.75
4/20/2021 6:20,530.85
4/20/2021 6:30,633.45
4/20/2021 6:40,580.45
4/20/2021 6:50,571.55
4/20/2021 7:00,569.05
4/20/2021 7:10,1072.7
4/20/2021 7:20,611.25
4/20/2021 7:30,618.85
4/20/2021 7:40,1117.75
4/20/2021 7:50,1054.15
4/20/2021 8:00,764.9
4/20/2021 8:10,2529.95
4/20/2021 8:20,1048.95
4/20/2021 8:30,873.05
4/20/2021 8:40,1624.55
4/20/2021 8:50,9312.65
4/20/2021 9:00,8021.7
4/20/2021 9:10,6237.45
4/20/2021 9:20,5453.25
4/20/2021 9:30,1422.5
4/20/2021 9:40,842.15
4/20/2021 9:50,838.5
4/20/2021 10:00,772.3
4/20/2021 10:10,864.35
4/20/2021 10:20,1496.85
4/20/2021 10:30,691.9
4/20/2021 10:40,450.65
4/20/2021 10:50,473
4/20/2021 11:00,569.45
4/20/2021 11:10,587.2
4/20/2021 11:20,504
4/20/2021 11:30,576
4/20/2021 11:40,634.05
4/20/2021 11:50,718.6
4/20/2021 12:00,660
4/20/2021 12:10,1123
4/20/2021 12:20,817
4/20/2021 12:30,945.4
4/20/2021 12:40,1093.7
4/20/2021 12:50,840.85
4/20/2021 13:00,850.25
4/20/2021 13:10,866.5
4/20/2021 13:20,848.6
4/20/2021 13:30,895.05
4/20/2021 13:40,1115.2
4/20/2021 13:50,1135.55
4/20/2021 14:00,924.8
4/20/2021 14:10,809.85
4/20/2021 14:20,709.7
4/20/2021 14:30,1447
4/20/2021 14:40,440.1
4/20/2021 14:50,659.7
4/20/2021 15:00,753.3
4/20/2021 15:10,630.55
4/20/2021 15:20,563.95
4/20/2021 15:30,445.95
4/20/2021 15:40,434.55
4/20/2021 15:50,436.2
4/20/2021 16:00,693.85
4/20/2021 16:10,651.1
4/20/2021 16:20,722.3
4/20/2021 16:30,564.45
4/20/2021 16:40,549.25
4/20/2021 16:50,433.9
4/20/2021 17:00,448.9
4/20/2021 17:10,483.5
4/20/2021 17:20,634.95
4/20/2021 17:30,665.25
4/20/2021 17:40,696.2
4/20/2021 17:50,687.5
4/20/2021 18:00,684.2
4/20/2021 18:10,1064.7
4/20/2021 18:20,798.3
4/20/2021 18:30,696.1
4/20/2021 18:40,574.95
4/20/2021 18:50,561.2
4/20/2021 19:00,690.3
4/20/2021 19:10,651.45
4/20/2021 19:20,697.8
4/20/2021 19:30,627.8
4/20/2021 19:40,515.9
4/20/2021 19:50,1563.55
4/20/2021 20:00,1072.65
4/20/2021 20:10,775.45
4/20/2021 20:20,1492.15
4/20/2021 20:30,820.85
4/20/2021 20:40,582.3
4/20/2021 20:50,508.15
4/20/2021 21:00,510.85
4/20/2021 21:10,529.3
4/20/2021 21:20,530.75
4/20/2021 21:30,814.35
4/20/2021 21:40,812.95
4/20/2021 21:50,607.8
4/20/2021 22:00,452.4
4/20/2021 22:10,454.6
4/20/2021 22:20,437
4/20/2021 22:30,1203.85
4/20/2021 22:40,770.9
4/20/2021 22:50,999.1
4/20/2021 23:00,651.35
4/20/2021 23:10,629.4
4/20/2021 23:20,533.15
4/20/2021 23:30,519
4/20/2021 23:40,512.55
4/20/2021 23:50,655.55
4/21/2021 0:00,686
4/21/2021 0:10,654.2
4/21/2021 0:20,575.15
4/21/2021 0:30,543.85
4/21/2021 0:40,443.9
4/21/2021 0:50,441.9
4/21/2021 1:00,449.4
4/21/2021 1:10,675.05
4/21/2021 1:20,638.5
4/21/2021 1:30,573.05
4/21/2021 1:40,567.55
4/21/2021 1:50,502.2
4/21/2021 2:00,449.35
4/21/2021 2:10,679.2
4/21/2021 2:20,793.75
4/21/2021 2:30,681.95
4/21/2021 2:40,1146
4/21/2021 2:50,1389.3
4/21/2021 3:00,709.75
4/21/2021 3:10,716.95
4/21/2021 3:20,638.8
4/21/2021 3:30,746.5
4/21/2021 3:40,901.55
4/21/2021 3:50,498.55
4/21/2021 4:00,510.35
4/21/2021 4:10,581.3
4/21/2021 4:20,769.2
4/21/2021 4:30,1018.3
4/21/2021 4:40,640.95
4/21/2021 4:50,459.35
4/21/2021 5:00,453.15
4/21/2021 5:10,533.4
4/21/2021 5:20,921.35
4/21/2021 5:30,655.45
4/21/2021 5:40,790.2
4/21/2021 5:50,619.45
4/21/2021 6:00,636.75
4/21/2021 6:10,806.6
4/21/2021 6:20,437.75
4/21/2021 6:30,772.2
4/21/2021 6:40,714.1
4/21/2021 6:50,933.55
4/21/2021 7:00,1096.75
4/21/2021 7:10,545.85
4/21/2021 7:20,471.55
4/21/2021 7:30,444.15
4/21/2021 7:40,810.25
4/21/2021 7:50,1510
4/21/2021 8:00,906.85
4/21/2021 8:10,1083.45
4/21/2021 8:20,846.9
4/21/2021 8:30,731.15
4/21/2021 8:40,1601.2
4/21/2021 8:50,1403.8
4/21/2021 9:00,773.05
4/21/2021 9:10,578.4
4/21/2021 9:20,668.6
4/21/2021 9:30,717.35
4/21/2021 9:40,584.15
4/21/2021 9:50,449.1
4/21/2021 10:00,581.95
4/21/2021 10:10,630.35
4/21/2021 10:20,462.75
4/21/2021 10:30,435.1
4/21/2021 10:40,556.1
4/21/2021 10:50,564.1
4/21/2021 11:00,565.25
4/21/2021 11:10,520.85
4/21/2021 11:20,635.15
4/21/2021 11:30,540.85
4/21/2021 11:40,433.8
4/21/2021 11:50,434.35
4/21/2021 12:00,586.9
4/21/2021 12:10,564.45
4/21/2021 12:20,591.25
4/21/2021 12:30,637.45
4/21/2021 12:40,571.55
4/21/2021 12:50,434.1
4/21/2021 13:00,457.45
4/21/2021 13:10,476.75
4/21/2021 13:20,579.55
4/21/2021 13:30,885.2
4/21/2021 13:40,1490.65
4/21/2021 13:50,883.1
4/21/2021 14:00,2400.15
4/21/2021 14:10,2944.6
4/21/2021 14:20,1170.05
4/21/2021 14:30,503.75
4/21/2021 14:40,672.15
4/21/2021 14:50,764.25
4/21/2021 15:00,623.4
4/21/2021 15:10,433.3
4/21/2021 15:20,433.95
4/21/2021 15:30,433.8
4/21/2021 15:40,433.55
4/21/2021 15:50,710.8
4/21/2021 16:00,785.6
4/21/2021 16:10,610.7
4/21/2021 16:20,444.95
4/21/2021 16:30,432.95
4/21/2021 16:40,433.2
4/21/2021 16:50,478.85
4/21/2021 17:00,666.6
4/21/2021 17:10,726.7
4/21/2021 17:20,563.65
4/21/2021 17:30,548.5
4/21/2021 17:40,433.25
4/21/2021 17:50,433.55
4/21/2021 18:00,584
4/21/2021 18:10,633
4/21/2021 18:20,529.7
4/21/2021 18:30,569.2
4/21/2021 18:40,564.65
4/21/2021 18:50,530.7
4/21/2021 19:00,471.45
4/21/2021 19:10,638.8
4/21/2021 19:20,608.9
4/21/2021 19:30,433.75
4/21/2021 19:40,524.9
4/21/2021 19:50,565.75
4/21/2021 20:00,587.15
4/21/2021 20:10,523.3
4/21/2021 20:20,636.15
4/21/2021 20:30,553.15
4/21/2021 20:40,436.4
4/21/2021 20:50,436.3
4/21/2021 21:00,595.8
4/21/2021 21:10,567.1
4/21/2021 21:20,653.15
4/21/2021 21:30,632.05
4/21/2021 21:40,512.55
4/21/2021 21:50,436
4/21/2021 22:00,858.05
4/21/2021 22:10,1039.7
4/21/2021 22:20,1143.3
4/21/2021 22:30,659
4/21/2021 22:40,619.2
4/21/2021 22:50,565.9
4/21/2021 23:00,500.2
4/21/2021 23:10,670.3
4/21/2021 23:20,676.9
4/21/2021 23:30,530.95
4/21/2021 23:40,636.25
4/21/2021 23:50,623.25
4/22/2021 0:00,573
4/22/2021 0:10,492
4/22/2021 0:20,692.15
4/22/2021 0:30,647.4
4/22/2021 0:40,492.85
4/22/2021 0:50,539.35
4/22/2021 1:00,647.95
4/22/2021 1:10,623
4/22/2021 1:20,546.95
4/22/2021 1:30,661.9
4/22/2021 1:40,653.55
4/22/2021 1:50,439.5
4/22/2021 2:00,462.35
4/22/2021 2:10,495.25
4/22/2021 2:20,571.4
4/22/2021 2:30,688.75
4/22/2021 2:40,980.75
4/22/2021 2:50,691.75
4/22/2021 3:00,591.3
4/22/2021 3:10,438.85
4/22/2021 3:20,439.65
4/22/2021 3:30,489.05
4/22/2021 3:40,570.65
4/22/2021 3:50,566.3
4/22/2021 4:00,710.75
4/22/2021 4:10,649.8
4/22/2021 4:20,926
4/22/2021 4:30,494.25
4/22/2021 4:40,487.3
4/22/2021 4:50,460.95
4/22/2021 5:00,596.4
4/22/2021 5:10,642.5
4/22/2021 5:20,1092.45
4/22/2021 5:30,689.25
4/22/2021 5:40,492.15
4/22/2021 5:50,465.35
4/22/2021 6:00,462.4
4/22/2021 6:10,470.5
4/22/2021 6:20,574.85
4/22/2021 6:30,742.7
4/22/2021 6:40,908.85
4/22/2021 6:50,1438.75
4/22/2021 7:00,909.2
4/22/2021 7:10,1937.4
4/22/2021 7:20,1989.1
4/22/2021 7:30,914.25
4/22/2021 7:40,782.45
4/22/2021 7:50,932.85
4/22/2021 8:00,644.8
4/22/2021 8:10,454.1
4/22/2021 8:20,626.5
4/22/2021 8:30,544.1
4/22/2021 8:40,430.55
4/22/2021 8:50,438.3
4/22/2021 9:00,589.6
4/22/2021 9:10,559.05
4/22/2021 9:20,520.6
4/22/2021 9:30,648.5
4/22/2021 9:40,583.9
4/22/2021 9:50,430.9
4/22/2021 10:00,453.55
4/22/2021 10:10,437.65
4/22/2021 10:20,566.7
4/22/2021 10:30,559.2
4/22/2021 10:40,698.4
4/22/2021 10:50,626.4
4/22/2021 11:00,489.8
4/22/2021 11:10,430.5
